number_of_match,team_home,team_away,home_score,away_score,posession_home,posession_away,total_shots_home,total_shots_away,shots_on_target_home,shots_on_target_away,shots_off_target_home,shots_off_target_away,blocked_shots_home,blocked_shots_away,corner_kicks_home,corner_kicks_away,offsides_home,offsides_away,fouls_home,fouls_away,yellow_cards_home,yellow_cards_away,red_cards_home,red_cards_away,free_kicks_home,free_kicks_away,throw_ins_home,throw_ins_away,goal_kicks_home,goal_kicks_away,big_chances_home,big_chances_away,big_chances_missed_home,big_chances_missed_away,hit_woodwork_home,hit_woodwork_away,counter_attacks_home,counter_attacks_away,counter_attacks_shots_home,counter_attacks_shots_away,shots_inside_box_home,shots_inside_box_away,shots_outside_box_home,shots_outside_box_away,goalkeeper_saves_home,goalkeeper_saves_away,passes_home,passes_away,accurate_passes_home,accurate_passes_away,long_balls_home,long_balls_away,crosses_home,crosses_away,dribbles_home,dribbles_away,possesion_lost_home,possesion_lost_away,duels_won_home,duels_won_away,aerials_won_home,aerials_won_away,tackles_home,tackles_away,interceptions_home,interceptions_away,clearences_home,clearences_away,home_odd,draw_odd,away_odd
29,Palestino,Universidad Católica,3,2,,,30,10,12,2,10,4,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,318,10,12,4,16,4,0,,,,,,,,,26,0,,,3.75,1.3,2.0
43,Unión La Calera,Huachipato,1,0,,,16,10,10,6,2,10,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,160,30,36,6,4,10,8,,,,,,,,,18,2,,,1.875,0.5454545454545454,0.2727272727272727
19,CD Antofagasta,Deportes La Serena,2,2,,,0,0,2,0,12,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,90,20,30,0,2,6,4,,,,,,,,,0,2,,,2.0,1.5,0.0
53,Palestino,Colo Colo,0,5,,,10,20,2,6,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,206,8,28,0,2,22,12,,,,,,,,,2,8,,,0.625,2.111111111111111,1.1111111111111112
38,O'Higgins,Audax Italiano,2,2,,,2,14,2,4,4,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,406,44,30,2,2,2,10,,,,,,,,,24,6,,,2.5714285714285716,0.0,1.0
4,Unión La Calera,Universidad de Chile,2,4,,,2,2,10,12,14,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,494,36,30,0,4,2,0,0,,,,,,,,,2,0,,,2.125,0.4,0.36363636363636365
51,Cobresal,Coquimbo Unido,2,1,,,28,10,2,0,2,10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,244,8,20,16,0,0,14,,,,,,,,,2,6,,,9.0,0.4444444444444444,2.0
36,Everton de Viña del Mar,Curicó Unido,1,1,,,10,14,8,2,6,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,462,48,14,0,0,0,6,,,,,,,,,12,6,,,0.2222222222222222,1.0,0.4444444444444444
2,Coquimbo Unido,Universidad Católica,2,3,,,4,26,2,0,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,470,32,30,4,2,4,4,,,,,,,,,10,6,,,1.5,0.2,0.5714285714285714
27,Audax Italiano,CD Antofagasta,0,3,,,22,14,6,4,6,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446,56,18,28,6,0,10,4,,,,,,,,,0,12,,,2.0,1.6666666666666667,0.25
3,CD Antofagasta,Cobresal,0,1,,,6,8,0,2,8,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,444,280,46,6,8,4,18,0,,,,,,,,,8,0,,,0.0,2.4,3.0
63,Audax Italiano,Unión Española,0,1,,,8,18,2,0,6,8,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,300,24,62,6,0,0,12,,,,,,,,,24,2,,,0.7142857142857143,2.0,1.8
14,Ñublense,Unión La Calera,0,0,,,12,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,674,426,16,16,10,0,0,0,,,,,,,,,16,10,,,0.8181818181818182,0.5,1.8888888888888888
68,Cobresal,Audax Italiano,0,1,,,14,4,0,0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162,212,32,48,8,2,10,20,,,,,,,,,10,4,,,0.1,0.3333333333333333,3.0
1,Unión Española,Palestino,1,1,,,2,18,0,2,2,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350,518,0,12,6,2,8,4,,,,,,,,,4,0,,,0.3333333333333333,0.25,0.1111111111111111
47,CD Antofagasta,Colo Colo,0,1,,,0,22,0,6,2,12,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,458,10,28,0,14,16,10,,,,,,,,,14,4,,,0.8,0.0,1.2222222222222223
78,Colo Colo,Cobresal,2,1,,,14,2,6,0,12,4,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,246,10,32,2,0,12,2,,,,,,,,,34,26,,,1.7272727272727273,0.0,1.2
77,Huachipato,Universidad Católica,1,0,,,24,24,2,6,14,6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,520,26,84,8,0,0,12,,,,,,,,,12,0,,,1.5454545454545454,3.25,2.0
71,Unión La Calera,Curicó Unido,0,0,,,26,8,2,0,4,6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272,68,48,0,6,2,12,20,,,,,,,,,10,4,,,0.2,3.0,4.5
70,Unión Española,Colo Colo,2,1,,,4,16,0,2,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,316,34,14,0,0,6,24,,,,,,,,,18,16,,,1.6363636363636365,1.375,1.2727272727272727
81,Everton de Viña del Mar,Palestino,0,0,,,18,24,0,6,0,10,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,430,4,36,0,2,10,0,,,,,,,,,12,46,,,1.0,3.25,0.5
69,Palestino,Ñublense,1,1,,,12,12,0,6,4,2,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,16,10,60,6,14,18,6,,,,,,,,,30,6,,,3.6,1.3333333333333333,0.75
76,Curicó Unido,CD Antofagasta,2,0,,,4,2,4,0,12,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,2,10,32,6,8,8,4,,,,,,,,,12,22,,,1.8,1.1111111111111112,1.6
85,Universidad Católica,Colo Colo,1,1,,,14,4,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326,106,2,2,0,2,2,12,,,,,,,,,8,10,,,6.0,1.125,0.4
67,Universidad Católica,Deportes La Serena,0,2,,,24,0,0,0,4,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,80,56,48,20,0,4,2,,,,,,,,,6,32,,,1.5,1.0,1.7272727272727273
82,CD Antofagasta,Huachipato,0,0,,,34,10,2,0,4,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,104,22,12,6,10,2,0,,,,,,,,,10,4,,,2.111111111111111,1.5454545454545454,2.5
80,Unión La Calera,O'Higgins,0,0,,,8,2,6,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540,128,42,6,8,2,10,4,,,,,,,,,14,18,,,1.5454545454545454,7.5,1.6363636363636365
62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Universidad de Chile,Palestino,0,0,,,30,6,6,6,10,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426,194,52,46,4,0,12,10,,,,,,,,,2,12,,,1.6666666666666667,1.5,1.0
55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Huachipato,Colo Colo,1,0,,,8,8,2,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,282,34,0,0,10,0,0,,,,,,,,,6,2,,,5.5,1.0,2.3333333333333335
64,Curicó Unido,Palestino,0,0,,,30,0,2,0,4,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,696,38,38,20,2,0,10,12,,,,,,,,,6,38,,,1.375,2.3333333333333335,4.0
87,Coquimbo Unido,Unión La Calera,3,2,,,6,6,4,4,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,86,36,16,0,8,10,0,,,,,,,,,4,4,,,1.75,1.6666666666666667,1.3
88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1,2,999,999,,,20,12,0,4,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,206,10,38,2,2,8,12,,,,,,,,,20,2,,,0.0,0.0,0.0
111,Palestino,Cobresal,999,999,,,4,2,0,6,0,6,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364,242,48,40,2,2,26,2,,,,,,,,,8,12,,,0.0,0.6666666666666666,0.6666666666666666
94,1,2,999,999,,,0,20,8,0,0,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,30,84,6,18,6,6,2,,,,,,,,,18,12,,,0,0,0
65,1,2,999,999,,,2,2,0,0,2,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436,752,36,72,0,8,6,4,,,,,,,,,6,10,,,0,0,0
102,Colo Colo,Coquimbo Unido,999,999,,,22,16,4,0,6,6,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718,172,82,18,2,4,16,12,,,,,,,,,12,0,,,2.2857142857142856,3.6666666666666665,1.5
84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Unión Española,Antofagasta,999,999,,,26,8,2,0,0,2,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172,24,56,20,4,6,8,10,,,,,,,,,14,0,,,2.3333333333333335,0.1,0.5
7,Curicó Unido,Huachipato,999,999,,,28,18,0,2,4,10,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,504,40,34,8,0,4,10,,,,,,,,,20,28,,,0.6666666666666666,2.0,0.7272727272727273
23,Ñublense,Universidad de Chile,999,999,,,34,2,4,0,8,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,250,52,24,2,0,0,0,,,,,,,,,4,22,,,6.0,1.2857142857142858,2.5
100,Deportes La Serena,Palestino,999,999,,,20,32,0,0,8,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,92,16,18,8,2,0,6,,,,,,,,,8,38,,,0.875,8.0,1.5
5,Colo Colo,Everton de Viña del Mar,999,999,,,14,8,6,0,10,0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,346,92,0,8,2,10,2,,,,,,,,,0,6,,,1.25,4.25,0.1
107,Antofagasta,Everton de Viña del Mar,999,999,,,24,4,0,4,18,0,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,132,10,50,2,2,8,12,,,,,,,,,16,12,,,1.1428571428571428,1.125,1.5454545454545454
31,Universidad de Chile,O'Higgins,999,999,,,16,18,2,2,4,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,86,90,40,18,2,4,10,,,,,,,,,2,0,,,0.2,1.0,1.3333333333333333
109,Universidad de Chile,Huachipato,999,999,,,14,24,0,2,6,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,314,8,14,0,0,4,6,,,,,,,,,8,16,,,0.5454545454545454,3.0,3.6666666666666665
35,1,2,999,999,,,18,18,2,6,10,4,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,566,30,14,10,2,30,16,,,,,,,,,0,14,,,0,0,0
9,Everton de Viña del Mar,Coquimbo Unido,999,999,,,16,8,4,10,12,10,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,296,8,22,4,8,0,10,,,,,,,,,4,2,,,2.25,4.0,1.5
106,Coquimbo Unido,Unión Española,999,999,,,22,2,0,4,2,8,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,90,0,24,8,6,8,0,,,,,,,,,6,8,,,1.5,1.1,1.4
37,Colo Colo,Universidad de Chile,999,999,,,14,8,14,8,12,10,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,352,34,30,8,4,0,0,,,,,,,,,4,16,,,3.5,1.0,1.125
104,Huachipato,Ñublense,999,999,,,2,36,2,8,12,14,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,524,0,28,0,4,4,14,,,,,,,,,12,30,,,5.333333333333333,6.0,2.0
44,Curicó Unido,O'Higgins,999,999,,,12,12,6,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,254,32,60,2,0,8,2,,,,,,,,,0,18,,,0.6666666666666666,3.0,1.6
110,Unión La Calera,Deportes La Serena,999,999,,,44,6,16,2,0,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,298,26,4,10,2,2,0,,,,,,,,,0,10,,,2.0,0.3333333333333333,1.3333333333333333
60,Ñublense,CD Antofagasta,999,999,,,0,16,0,10,14,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,238,68,6,8,2,18,10,,,,,,,,,14,10,,,2.6666666666666665,2.0,0.0
105,Curicó Unido,Audax Italiano,999,999,,,24,8,10,0,4,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,268,20,30,2,2,4,12,,,,,,,,,2,18,,,0.6363636363636364,1.5,1.5454545454545454
79,1,2,999,999,,,42,22,4,6,10,10,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,902,280,34,38,2,18,18,12,,,,,,,,,18,10,,,0,0,0
86,1,2,999,999,,,6,4,6,2,6,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,438,2,22,0,6,4,12,,,,,,,,,30,8,,,0,0,0
121,1,2,0,0,,,2,18,2,2,0,4,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464,516,6,6,4,2,8,0,,,,,,,,,6,6,,,0,0,0
122,1,2,1,2,,,0,18,0,8,8,2,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556,198,10,14,10,12,24,10,,,,,,,,,36,0,,,0,0,0
125,1,2,2,1,,,4,14,2,4,2,10,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,474,48,18,0,2,14,4,,,,,,,,,20,2,,,0,0,0
116,1,2,1,0,,,4,4,2,0,16,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714,474,30,10,2,2,12,22,,,,,,,,,18,8,,,0,0,0
124,1,2,1,0,,,0,10,0,2,6,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,332,30,40,4,6,20,16,,,,,,,,,12,6,,,0,0,0
123,1,2,1,1,,,8,6,0,4,6,4,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,24,36,2,0,0,12,0,,,,,,,,,2,6,,,0,0,0
128,Club Deportivo Universidad Católica,Coquimbo Unido,2,0,,,10,8,8,2,0,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,112,26,30,8,0,6,10,,,,,,,,,10,0,,,2.8,2.0,0.36363636363636365
120,1,2,0,0,,,10,0,0,2,8,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,430,32,6,8,0,0,4,,,,,,,,,16,0,,,0,0,0
127,Deportes La Serena,O'Higgins,1,0,,,10,30,2,0,4,8,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,158,30,34,2,0,0,0,,,,,,,,,2,0,,,0.75,0.8,3.2
143,Deportes La Serena,Antofagasta,0,1,,,8,8,4,2,2,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502,76,70,50,6,4,2,4,,,,,,,,,8,30,,,1.25,1.0,2.4
118,1,2,1,0,,,4,6,2,0,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164,458,20,0,2,0,10,10,,,,,,,,,42,28,,,0,0,0
130,O'Higgins,Palestino,1,2,,,34,4,2,4,12,0,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,754,56,34,52,12,0,2,2,,,,,,,,,16,8,,,1.6363636363636365,0.5,0.36363636363636365
117,1,2,2,1,,,6,10,0,0,0,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,184,42,18,0,10,4,2,,,,,,,,,8,24,,,0,0,0
103,1,2,2,0,,,16,4,10,0,2,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,532,58,12,8,0,4,16,,,,,,,,,4,6,,,0,0,0
132,Audax Italiano,Huachipato,1,1,,,22,4,8,4,10,2,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414,508,76,0,0,2,4,10,,,,,,,,,18,18,,,0.75,2.75,1.1818181818181819
